customer_id;age;gender;location;monthly_income;employment_status;education_level;months_active;avg_transaction_value;transaction_frequency;savings_balance;loan_amount;loan_term_days;interest_rate;days_since_last_loan;loan_repaid;transaction_consistency;evening_transaction_ratio;weekend_transaction_ratio;repayment_probability;predicted_repayment;income_category;risk_segment
491;33;Female;Urban;886,86;Employed;Tertiary;33;43,77;14;191,58;589,46;60;11,34;109;1;0,29;0,15;0,6;0,78;1;Medium;Medium Risk
492;19;Male;Rural;529,74;Self-Employed;Secondary;15;59,57;15;281,59;512,05;30;12,54;218;1;0,74;0,17;0,66;0,77;1;Medium;Medium Risk
493;45;Male;Urban;987,94;Employed;Secondary;26;46,97;17;159,72;750,77;60;8,87;347;0;0,77;0,28;0,22;0,59;1;Medium;Medium Risk
494;49;Male;Semi-Urban;920,54;Unemployed;Secondary;7;74,76;23;221,33;339,27;30;11,68;2;0;0,66;0,52;0,6;0,33;0;Medium;High Risk
495;44;Male;Urban;1417,58;Self-Employed;Primary;25;45,21;21;264,47;473,82;30;10,21;40;1;0,71;0,47;0,68;0,97;1;High;Low Risk
496;37;Female;Urban;876,19;Self-Employed;Tertiary;21;45,54;16;221,94;531,91;30;11,77;124;1;0,88;0,4;0,23;0,79;1;Medium;Medium Risk
497;41;Female;Rural;624,36;Self-Employed;Primary;3;95,28;8;267,57;416,97;30;16,33;256;1;0,61;0,12;0,39;0,81;1;Medium;Low Risk
498;29;Female;Rural;1031,19;Employed;Secondary;35;51,1;9;29,21;340,87;30;12,26;192;1;0,64;0,18;0,59;0,88;1;High;Low Risk
499;52;Male;Urban;761,7;Self-Employed;Secondary;35;54,61;12;211,45;674,95;30;12,32;114;0;0,72;0,37;0,64;0,65;1;Medium;Medium Risk
500;50;Male;Urban;824,08;Unemployed;Primary;34;45,79;16;222,98;556,8;90;18,11;69;0;0,46;0,16;0,26;0,3;0;Medium;High Risk
501;50;Male;Semi-Urban;521,46;Self-Employed;Secondary;30;5,0;23;183,44;624,8;60;10,48;305;1;0,67;0,33;0,19;0,6;1;Medium;Medium Risk
502;60;Male;Urban;763,27;Unemployed;Tertiary;14;67,46;12;140,23;335,27;60;13,84;335;0;0,69;0,04;0,43;0,3;0;Medium;High Risk
503;54;Female;Urban;809,24;Self-Employed;Secondary;11;83,21;15;246,12;666,0;60;10,41;96;1;1,0;0,34;0,33;0,76;1;Medium;Medium Risk
504;29;Male;Semi-Urban;761,5;Employed;None;13;75,11;19;212,29;375,35;60;14,36;215;0;0,64;0,61;0,69;0,65;1;Medium;Medium Risk
505;20;Male;Urban;622,73;Employed;Tertiary;35;38,84;13;194,74;549,44;30;9,29;314;1;0,74;0,51;0,49;0,73;1;Medium;Medium Risk
506;18;Male;Urban;886,47;Self-Employed;Secondary;21;46,54;11;167,16;895,92;90;11,0;223;1;0,88;0,5;0,26;0,85;1;Medium;Low Risk
507;50;Female;Urban;522,96;Employed;Secondary;9;56,98;12;171,08;670,42;60;10,32;329;1;0,53;0,4;0,52;0,73;1;Medium;Medium Risk
508;57;Female;Urban;452,3;Employed;Secondary;33;56,28;16;123,46;567,84;30;8,87;318;0;0,98;0,31;0,3;0,52;1;Low;Medium Risk
509;27;Female;Urban;1012,86;Unemployed;Secondary;4;63,62;13;152,44;770,1;30;5,62;280;1;1,0;0,6;0,64;0,84;1;High;Low Risk
510;60;Male;Urban;985,33;Employed;Primary;21;54,06;15;106,07;386,07;60;13,22;332;1;0,69;0,17;0,72;0,74;1;Medium;Medium Risk
511;61;Male;Urban;407,72;Employed;None;34;42,77;16;161,28;598,13;30;10,09;128;1;0,59;0,39;0,37;0,75;1;Low;Medium Risk
512;46;Female;Urban;251,13;Unemployed;Secondary;12;52,74;12;236,43;333,63;30;11,19;98;0;1,0;0,44;0,49;0,29;0;Low;High Risk
513;30;Female;Rural;497,38;Unemployed;Secondary;10;69,98;16;281,97;427,65;30;11,61;269;1;0,86;0,17;0,1;0,73;1;Low;Medium Risk
514;29;Male;Urban;761,51;Employed;Secondary;28;108,33;22;194,88;818,14;60;7,6;246;0;0,72;0,26;0,64;0,42;0;Medium;High Risk
515;48;Female;Urban;1146,3;Unemployed;Secondary;32;40,02;12;192,11;554,73;30;10,82;185;0;0,99;0,26;0,3;0,36;0;High;High Risk
516;63;Female;Semi-Urban;754,18;Unemployed;Tertiary;13;54,52;14;214,4;781,43;30;6,64;243;0;0,96;0,48;0,5;0,44;0;Medium;High Risk
517;19;Female;Rural;569,19;Self-Employed;Secondary;22;42,73;14;298,34;479,48;30;10,62;37;1;0,63;0,25;0,34;0,79;1;Medium;Medium Risk
518;52;Female;Urban;844,58;Employed;Primary;22;56,15;13;177,5;744,16;60;16,49;256;1;0,75;0,2;0,27;0,82;1;Medium;Low Risk
519;40;Male;Semi-Urban;765,8;Employed;Primary;11;69,51;10;246,29;510,35;90;10,39;339;1;0,82;0,48;0,43;0,75;1;Medium;Medium Risk
520;34;Male;Urban;385,7;Self-Employed;Tertiary;10;45,84;9;237,06;526,76;30;8,56;247;1;0,71;0,61;0,15;0,81;1;Low;Low Risk
521;43;Male;Urban;387,48;Employed;Secondary;17;9,08;20;137,64;504,84;30;10,53;132;1;0,42;0,57;0,31;0,74;1;Low;Medium Risk
522;25;Female;Rural;395,54;Unemployed;None;26;70,57;16;270,67;572,11;30;16,71;43;1;0,51;0,08;0,44;0,41;0;Low;High Risk
523;46;Female;Rural;1543,96;Self-Employed;Primary;35;52,61;12;0,0;448,23;60;10,65;192;1;0,43;0,44;0,35;0,9;1;Very High;Low Risk
524;43;Female;Urban;1057,99;Self-Employed;Primary;29;43,16;10;306,17;222,18;60;7,35;56;1;0,8;0,08;0,42;0,94;1;High;Low Risk
525;27;Male;Urban;621,89;Unemployed;Primary;23;38,69;20;80,59;492,86;60;6,52;247;1;0,46;0,49;0,69;0,47;0;Medium;High Risk
526;43;Female;Rural;1132,48;Unemployed;Secondary;7;56,22;12;186,1;526,48;30;10,78;103;0;0,74;0,55;0,23;0,32;0;High;High Risk
527;51;Female;Urban;629,58;Employed;Secondary;23;36,08;10;282,9;826,97;30;14,44;44;1;1,0;0,28;0,28;0,84;1;Medium;Low Risk
528;58;Female;Semi-Urban;1122,55;Employed;Primary;6;38,42;8;157,3;100,0;30;13,32;59;1;0,99;0,11;0,25;0,84;1;High;Low Risk
529;24;Female;Urban;824,09;Self-Employed;Secondary;18;25,03;6;223,42;823,47;90;15,29;65;0;0,33;0,44;0,72;0,4;0;Medium;High Risk
530;21;Female;Semi-Urban;602,34;Employed;Secondary;33;36,35;21;284,52;709,65;60;13,88;222;1;0,44;0,07;0,34;0,77;1;Medium;Medium Risk
531;62;Male;Rural;1003,95;Self-Employed;Primary;28;62,62;20;384,82;637,12;60;12,03;46;1;0,54;0,09;0,16;0,86;1;High;Low Risk
532;28;Male;Semi-Urban;841,26;Self-Employed;Secondary;8;22,38;20;198,5;530,85;60;5,0;237;1;0,47;0,51;0,43;0,83;1;Medium;Low Risk
533;46;Male;Rural;919,48;Unemployed;Tertiary;35;73,04;20;217,98;295,94;60;16,15;25;1;0,37;0,11;0,38;0,8;1;Medium;Low Risk
534;53;Male;Rural;864,65;Self-Employed;Primary;23;26,42;18;204,05;890,16;30;7,63;306;1;0,7;0,65;0,15;0,79;1;Medium;Medium Risk
535;42;Female;Urban;861,5;Self-Employed;Primary;18;53,0;15;177,87;746,93;30;18,93;93;0;0,84;0,51;0,66;0,5;1;Medium;Medium Risk
536;38;Female;Urban;1040,17;Employed;Secondary;17;59,7;14;65,43;550,16;90;9,7;109;1;0,89;0,2;0,27;0,94;1;High;Low Risk
537;53;Male;Urban;1575,14;Self-Employed;Tertiary;8;66,49;20;87,92;557,13;90;9,82;260;1;0,61;0,07;0,7;0,94;1;Very High;Low Risk
538;27;Male;Semi-Urban;1174,64;Employed;Tertiary;4;66,5;15;198,57;478,24;30;10,4;253;1;0,65;0,12;0,2;0,91;1;High;Low Risk
539;54;Female;Semi-Urban;865,89;Unemployed;Secondary;26;48,32;13;234,11;618,88;60;12,04;294;0;0,77;0,48;0,59;0,24;0;Medium;High Risk
540;26;Male;Urban;706,82;Employed;Primary;30;46,57;17;326,14;491,13;30;7,89;323;1;0,68;0,75;0,34;0,69;1;Medium;Medium Risk
541;41;Male;Urban;739,78;Self-Employed;Tertiary;3;61,93;11;179,03;561,58;30;9,35;39;1;0,86;0,19;0,43;0,83;1;Medium;Low Risk
542;52;Male;Urban;423,16;Employed;None;3;55,56;7;352,87;587,6;30;14,8;291;1;0,79;0,56;0,48;0,83;1;Low;Low Risk
543;52;Male;Rural;999,36;Employed;Secondary;30;43,08;24;79,55;986,06;60;16,02;253;1;0,62;0,35;0,28;0,84;1;Medium;Low Risk
544;53;Male;Urban;495,52;Self-Employed;None;22;57,42;15;221,02;317,96;60;8,68;96;0;0,33;0,3;0,35;0,69;1;Low;Medium Risk
545;35;Male;Rural;688,26;Self-Employed;Secondary;10;46,66;15;173,28;531,99;60;13,0;25;1;1,0;0,36;0,41;0,76;1;Medium;Medium Risk
546;56;Male;Semi-Urban;1001,1;Employed;Tertiary;3;37,99;14;68,75;745,49;30;10,43;103;1;0,56;0,35;0,46;0,94;1;High;Low Risk
547;49;Female;Urban;728,8;Employed;Secondary;28;42,43;13;30,69;665,34;30;13,51;102;1;0,77;0,12;0,25;0,83;1;Medium;Low Risk
548;41;Male;Urban;652,31;Self-Employed;Secondary;27;59,73;16;156,53;635,49;90;9,31;74;1;0,32;0,38;0,52;0,8;1;Medium;Medium Risk
549;40;Female;Urban;440,76;Self-Employed;Primary;12;31,44;11;164,02;1102,26;30;14,19;84;1;0,7;0,42;0,23;0,84;1;Low;Low Risk
550;49;Male;Urban;1161,6;Employed;Tertiary;14;72,13;19;111,18;717,58;60;11,6;213;1;0,72;0,14;0,57;0,89;1;High;Low Risk
551;54;Male;Urban;550,03;Self-Employed;None;9;38,85;14;276,16;375,05;60;10,52;112;1;0,73;0,55;0,28;0,83;1;Medium;Low Risk
552;29;Female;Urban;624,24;Employed;Secondary;14;5,0;12;159,43;352,09;60;11,89;311;1;1,0;0,27;0,1;0,67;1;Medium;Medium Risk
553;30;Male;Semi-Urban;262,48;Self-Employed;Secondary;19;61,05;10;101,33;492,33;90;16,33;56;1;0,57;0,05;0,44;0,83;1;Low;Low Risk
554;40;Male;Urban;794,04;Employed;Primary;7;5,0;14;176,4;412,75;30;11,72;100;1;0,86;0,12;0,28;0,71;1;Medium;Medium Risk
555;42;Male;Urban;700,01;Self-Employed;Primary;16;29,76;13;136,87;515,87;60;12,85;249;1;0,8;0,11;0,47;0,82;1;Medium;Low Risk
556;52;Female;Semi-Urban;854,56;Employed;Primary;19;98,45;20;364,7;567,6;30;12,27;134;0;0,56;0,19;0,26;0,43;0;Medium;High Risk
557;58;Male;Rural;447,61;Unemployed;Secondary;3;71,2;11;168,47;554,68;30;12,28;140;1;0,86;0,47;0,45;0,49;0;Low;High Risk
558;47;Male;Urban;1020,25;Employed;None;17;69,55;14;108,23;100,0;30;15,65;83;0;0,67;0,4;0,42;0,53;1;High;Medium Risk
559;34;Female;Rural;248,24;Employed;Primary;21;27,62;18;364,51;348,88;30;14,5;206;1;0,88;0,07;0,61;0,6;1;Low;Medium Risk
560;37;Male;Urban;772,35;Employed;Primary;7;46,27;13;272,5;643,2;90;7,92;229;1;1,0;0,1;0,57;0,81;1;Medium;Low Risk
561;42;Female;Rural;834,65;Unemployed;Secondary;21;74,83;17;210,63;828,73;60;13,65;355;1;0,73;0,73;0,21;0,72;1;Medium;Medium Risk
562;39;Female;Rural;817,33;Self-Employed;Primary;7;62,79;19;120,37;419,26;30;16,84;301;0;0,64;0,04;0,2;0,51;1;Medium;Medium Risk
563;30;Female;Rural;847,33;Self-Employed;Tertiary;14;72,72;11;276,65;420,23;30;11,3;60;1;0,91;0,32;0,08;0,76;1;Medium;Medium Risk
564;36;Male;Urban;1036,6;Unemployed;Secondary;21;85,63;18;53,66;482,17;30;14,56;216;0;0,98;0,04;0,63;0,22;0;High;High Risk
565;53;Female;Semi-Urban;1197,41;Unemployed;Primary;14;63,2;12;269,33;844,93;60;5,0;55;1;0,52;0,11;0,24;0,77;1;High;Medium Risk
566;29;Male;Urban;753,32;Self-Employed;Primary;14;25,39;13;225,01;510,74;60;9,1;28;1;0,61;0,59;0,19;0,83;1;Medium;Low Risk
567;58;Male;Urban;509,65;Employed;Primary;20;61,97;15;299,01;100,0;30;19,18;110;1;0,84;0,29;0,54;0,78;1;Medium;Medium Risk
568;36;Male;Urban;968,22;Unemployed;Secondary;35;45,29;13;0,0;857,53;30;14,29;91;0;0,67;0,04;0,42;0,52;1;Medium;Medium Risk
569;29;Female;Urban;715,93;Employed;Primary;20;24,18;19;107,94;638,33;30;12,65;141;1;0,51;0,14;0,21;0,71;1;Medium;Medium Risk
570;26;Male;Urban;1179,39;Self-Employed;Secondary;31;67,89;18;100,03;241,39;30;17,52;101;1;0,81;0,09;0,22;0,92;1;High;Low Risk
571;24;Male;Semi-Urban;619,41;Self-Employed;Secondary;7;74,04;24;88,21;397,76;60;8,67;70;1;0,83;0,49;0,84;0,86;1;Medium;Low Risk
572;45;Male;Semi-Urban;542,6;Self-Employed;Primary;27;48,12;21;242,5;340,88;30;15,81;12;1;0,63;0,19;0,74;0,87;1;Medium;Low Risk
573;31;Female;Urban;843,14;Self-Employed;Primary;26;56,41;9;170,47;458,21;30;9,43;156;0;0,71;0,27;0,62;0,58;1;Medium;Medium Risk
574;48;Female;Urban;277,87;Self-Employed;Secondary;31;8,55;16;112,87;797,42;30;12,28;80;1;0,58;0,28;0,45;0,75;1;Low;Medium Risk
575;36;Female;Urban;659,77;Unemployed;Secondary;35;72,48;16;89,7;126,59;30;7,13;99;1;0,48;0,53;0,52;0,82;1;Medium;Low Risk
576;64;Male;Urban;701,05;Employed;None;12;65,87;12;103,88;431,32;30;10,85;82;0;0,6;0,44;0,54;0,54;1;Medium;Medium Risk
577;33;Male;Urban;866,14;Employed;Primary;35;55,0;13;286,58;522,23;60;15,97;217;1;0,71;0,57;0,55;0,82;1;Medium;Low Risk
578;22;Female;Semi-Urban;501,12;Self-Employed;Primary;25;24,95;17;193,33;486,12;60;10,47;236;1;0,4;0,12;0,3;0,78;1;Medium;Medium Risk
579;52;Male;Urban;536,15;Unemployed;Primary;13;17,11;19;283,14;340,66;60;13,48;124;1;0,62;0,08;0,64;0,53;1;Medium;Medium Risk
580;29;Male;Urban;1147,07;Employed;Secondary;26;90,53;20;466,47;737,99;30;10,54;200;1;0,72;0,24;0,48;0,9;1;High;Low Risk
581;42;Female;Urban;795,96;Employed;Secondary;26;30,01;11;198,21;468,24;30;13,29;1;1;0,94;0,63;0,11;0,77;1;Medium;Medium Risk
582;38;Female;Semi-Urban;1059,39;Employed;Tertiary;9;52,68;20;58,3;442,56;30;14,23;61;1;0,64;0,47;0,49;0,93;1;High;Low Risk
583;53;Female;Rural;637,46;Employed;Secondary;23;30,63;27;186,3;569,23;30;9,97;19;0;0,45;0,39;0,62;0,47;0;Medium;High Risk
584;40;Female;Semi-Urban;783,66;Unemployed;Primary;22;5,0;11;387,91;443,94;30;9,4;209;0;0,66;0,3;0,35;0,26;0;Medium;High Risk
585;33;Female;Rural;864,36;Self-Employed;Secondary;12;58,96;12;308,67;389,26;30;10,79;345;1;0,59;0,14;0,21;0,74;1;Medium;Medium Risk
586;56;Male;Urban;1324,27;Self-Employed;None;27;62,08;11;135,4;314,9;30;10,73;179;1;0,81;0,36;0,08;0,93;1;High;Low Risk
587;62;Male;Urban;734,71;Self-Employed;Secondary;17;16,62;10;169,6;938,01;30;5,93;61;0;0,63;0,02;0,78;0,39;0;Medium;High Risk
588;59;Female;Rural;750,12;Self-Employed;Secondary;8;72,17;17;277,5;658,65;60;13,0;272;0;0,16;0,49;0,35;0,4;0;Medium;High Risk
589;56;Male;Urban;1129,45;Employed;None;4;39,47;10;247,96;423,54;30;13,14;294;1;1,0;0,39;0,48;0,95;1;High;Low Risk
590;31;Female;Rural;686,06;Employed;Tertiary;14;28,35;17;278,57;754,27;30;6,61;240;1;0,73;0,22;0,74;0,8;1;Medium;Medium Risk
591;48;Male;Urban;885,39;Self-Employed;Tertiary;6;27,04;21;176,1;604,7;30;14,52;250;1;0,72;0,36;0,53;0,83;1;Medium;Low Risk
592;22;Male;Urban;1103,29;Employed;Primary;25;67,42;13;238,86;507,7;60;10,8;9;0;0,39;0,17;0,37;0,47;0;High;High Risk
593;52;Female;Rural;627,25;Self-Employed;Secondary;15;11,53;14;169,47;294,19;60;12,98;186;1;0,41;0,18;0,65;0,76;1;Medium;Medium Risk
594;40;Female;Rural;902,14;Employed;Primary;19;25,16;19;339,34;334,44;30;11,26;109;1;0,68;0,43;0,25;0,74;1;Medium;Medium Risk
595;46;Female;Rural;1323,67;Employed;Secondary;33;58,63;15;47,37;693,69;60;12,98;27;1;0,77;0,43;0,26;0,93;1;High;Low Risk
596;60;Male;Urban;1076,4;Employed;Primary;18;55,97;16;47,68;650,45;30;12,35;60;1;0,84;0,1;0,2;0,95;1;High;Low Risk
597;28;Female;Rural;885,48;Self-Employed;Tertiary;28;29,56;19;128,54;225,41;60;14,63;57;0;0,75;0,2;0,34;0,52;1;Medium;Medium Risk
598;35;Male;Urban;732,7;Employed;Tertiary;30;75,73;13;132,16;418,47;60;12,01;299;0;0,46;0,26;0,26;0,56;1;Medium;Medium Risk
599;64;Male;Urban;618,7;Unemployed;Secondary;3;27,74;18;47,35;635,99;60;14,26;338;0;0,2;0,39;0,85;0,22;0;Medium;High Risk
600;29;Male;Urban;503,54;Employed;Primary;14;45,83;14;29,35;722,48;60;16,27;251;1;0,68;0,19;0,18;0,83;1;Medium;Low Risk
601;26;Male;Urban;1252,89;Self-Employed;Primary;22;43,18;16;306,85;602,89;30;11,75;255;1;0,59;0,4;0,21;0,96;1;High;Low Risk
602;27;Male;Urban;1194,64;Unemployed;Tertiary;4;43,26;11;183,3;408,73;30;11,21;144;1;0,45;0,61;0,26;0,82;1;High;Low Risk
603;61;Female;Urban;602,87;Unemployed;Secondary;17;46,09;14;175,73;547,2;30;13,69;78;0;0,87;0,1;0,74;0,26;0;Medium;High Risk
604;34;Female;Urban;901,31;Unemployed;Tertiary;24;45,5;16;205,63;457,84;90;5,82;340;1;0,38;0,4;0,2;0,82;1;Medium;Low Risk
605;55;Female;Urban;833,4;Employed;Secondary;34;45,25;20;359,81;576,4;30;9,38;293;0;0,82;0,1;0,44;0,5;0;Medium;High Risk
606;24;Male;Urban;1155,32;Employed;Secondary;22;46,36;12;211,63;795,62;30;9,27;285;1;0,42;0,4;0,23;0,9;1;High;Low Risk
607;63;Female;Urban;914,84;Self-Employed;Tertiary;35;71,71;12;188,88;343,55;30;13,66;287;1;0,73;0,15;0,26;0,73;1;Medium;Medium Risk
608;30;Female;Urban;793,15;Employed;Secondary;17;45,35;10;136,24;556,2;30;12,45;213;1;0,89;0,41;0,56;0,76;1;Medium;Medium Risk
609;57;Female;Rural;637,49;Employed;Secondary;5;63,84;16;259,9;480,65;60;15,8;19;1;0,63;0,17;0,37;0,78;1;Medium;Medium Risk
610;59;Male;Urban;902,26;Unemployed;Tertiary;31;52,97;14;193,56;447,44;30;15,62;357;0;1,0;0,16;0,72;0,18;0;Medium;High Risk
611;26;Male;Urban;695,55;Self-Employed;Primary;29;57,32;14;365,21;472,03;30;6,12;229;0;1,0;0,29;0,26;0,46;0;Medium;High Risk
612;44;Male;Urban;866,21;Self-Employed;Primary;7;65,56;9;183,92;762,72;30;6,94;63;1;0,75;0,15;0,71;0,82;1;Medium;Low Risk
613;19;Male;Rural;777,21;Unemployed;Secondary;33;27,19;7;300,76;615,9;60;12,12;35;1;0,81;0,08;0,18;0,73;1;Medium;Medium Risk
614;22;Male;Semi-Urban;688,25;Self-Employed;Primary;24;62,55;14;128,89;404,17;30;7,36;210;1;0,91;0,1;0,25;0,82;1;Medium;Low Risk
615;46;Female;Rural;508,18;Self-Employed;Tertiary;9;45,76;18;127,92;629,93;30;6,08;170;1;0,81;0,09;0,31;0,75;1;Medium;Medium Risk
616;54;Male;Rural;954,26;Self-Employed;Tertiary;8;30,78;22;17,32;388,24;60;9,79;25;0;0,79;0,49;0,41;0,54;1;Medium;Medium Risk
617;55;Male;Urban;812,77;Employed;Tertiary;28;65,52;10;279,45;142,15;30;5,74;262;1;0,6;0,3;0,29;0,84;1;Medium;Low Risk
618;36;Male;Rural;1336,23;Employed;Secondary;3;41,49;21;196,18;100,0;30;8,92;289;1;0,36;0,52;0,55;0,91;1;High;Low Risk
619;25;Male;Rural;490,3;Unemployed;Primary;21;57,55;13;263,96;600,16;60;14,13;163;0;0,42;0,15;0,6;0,27;0;Low;High Risk
620;62;Male;Urban;987,59;Unemployed;Primary;9;5,0;16;369,62;443,12;30;10,54;61;0;1,0;0,18;0,52;0,21;0;Medium;High Risk
621;18;Male;Urban;775,21;Unemployed;Tertiary;14;64,52;14;115,33;699,49;30;16,49;85;1;0,76;0,58;0,24;0,7;1;Medium;Medium Risk
622;39;Male;Urban;1429,93;Self-Employed;Primary;22;101,8;21;100,2;577,42;30;10,3;72;1;0,65;0,1;0,4;0,91;1;High;Low Risk
623;34;Female;Semi-Urban;964,69;Unemployed;Secondary;25;49,85;16;121,29;552,11;30;13,66;59;1;0,95;0,26;0,5;0,59;1;Medium;Medium Risk
624;24;Female;Rural;897,41;Employed;Tertiary;27;44,73;20;0,0;409,82;30;10,41;319;1;0,55;0,43;0,63;0,67;1;Medium;Medium Risk
625;42;Male;Rural;775,97;Employed;Secondary;32;40,77;13;180,68;604,33;60;11,35;177;1;0,82;0,49;0,6;0,79;1;Medium;Medium Risk
626;62;Male;Urban;589,06;Self-Employed;Secondary;31;61,11;10;288,42;810,35;90;10,82;51;1;0,72;0,12;0,75;0,84;1;Medium;Low Risk
627;21;Female;Urban;893,42;Self-Employed;Secondary;33;43,92;22;204,9;100,0;30;13,67;144;0;0,79;0,36;0,67;0,63;1;Medium;Medium Risk
628;53;Male;Urban;385,31;Employed;Tertiary;20;62,95;12;42,91;470,04;30;14,17;315;1;0,63;0,14;0,44;0,78;1;Low;Medium Risk
629;23;Male;Urban;399,11;Employed;Primary;21;84,45;12;164,31;769,04;30;18,18;76;0;0,51;0,72;0,55;0,42;0;Low;High Risk
630;48;Female;Semi-Urban;1103,73;Employed;None;6;66,82;14;212,52;270,9;60;12,04;118;1;0,54;0,15;0,32;0,93;1;High;Low Risk
631;36;Male;Rural;271,36;Self-Employed;Secondary;3;46,51;22;296,25;526,7;30;13,64;208;1;0,54;0,26;0,63;0,79;1;Low;Medium Risk
632;61;Female;Urban;704,13;Self-Employed;None;17;27,69;18;279,65;363,33;30;8,92;181;1;0,7;0,15;0,11;0,78;1;Medium;Medium Risk
633;56;Male;Semi-Urban;485,26;Self-Employed;Primary;10;41,84;13;165,45;446,48;60;14,06;137;1;0,39;0,48;0,3;0,81;1;Low;Low Risk
634;44;Male;Urban;679,26;Employed;Primary;17;46,79;17;165,28;145,36;30;12,08;124;1;0,45;0,48;0,7;0,71;1;Medium;Medium Risk
635;27;Male;Semi-Urban;855,36;Self-Employed;Tertiary;17;23,63;15;259,41;696,95;30;5,0;152;0;0,73;0,42;0,41;0,81;1;Medium;Low Risk
636;43;Female;Urban;1095,37;Self-Employed;Tertiary;24;71,74;19;140,67;530,12;30;9,39;17;1;0,67;0,12;0,69;0,93;1;High;Low Risk
637;36;Male;Urban;1165,29;Self-Employed;Secondary;20;61,38;15;285,54;211,12;60;5,78;63;1;0,74;0,42;0,41;0,9;1;High;Low Risk
638;56;Male;Urban;524,31;Employed;Tertiary;18;29,03;18;134,1;583,72;30;9,78;235;1;0,69;0,09;0,35;0,77;1;Medium;Medium Risk
639;20;Female;Urban;660,21;Self-Employed;Tertiary;4;14,42;18;355,11;541,6;30;12,92;78;0;1,0;0,06;0,67;0,37;0;Medium;High Risk
640;62;Male;Urban;2000,0;Unemployed;Primary;22;64,36;17;223,53;362,23;30;11,1;58;0;0,73;0,27;0,58;0,33;0;Very High;High Risk
641;30;Male;Rural;725,0;Employed;Secondary;18;17,13;9;4,04;893,64;60;13,85;250;1;0,62;0,36;0,54;0,7;1;Medium;Medium Risk
642;45;Female;Semi-Urban;535,34;Employed;Tertiary;5;51,68;16;264,04;603,22;30;5,0;313;1;0,72;0,58;0,47;0,82;1;Medium;Low Risk
643;37;Male;Rural;585,26;Self-Employed;Secondary;32;41,81;17;225,48;758,04;30;14,87;60;1;0,9;0,04;0,37;0,74;1;Medium;Medium Risk
644;45;Female;Urban;726,76;Self-Employed;Secondary;4;66,0;17;248,62;467,77;60;12,74;117;1;0,69;0,09;0,51;0,81;1;Medium;Low Risk
645;25;Female;Rural;682,18;Employed;Tertiary;28;66,23;22;425,19;175,0;30;8,21;78;1;0,84;0,18;0,72;0,73;1;Medium;Medium Risk
646;58;Female;Urban;729,69;Employed;Secondary;7;33,57;13;173,87;100,0;30;11,93;236;0;0,78;0,2;0,38;0,52;1;Medium;Medium Risk
647;56;Male;Urban;793,57;Employed;Primary;4;67,76;12;44,75;297,22;30;18,57;326;1;0,64;0,56;0,58;0,79;1;Medium;Medium Risk
648;18;Female;Rural;791,48;Unemployed;None;22;44,21;15;326,75;769,57;30;16,4;170;0;0,72;0,29;0,51;0,25;0;Medium;High Risk
649;20;Male;Rural;513,35;Self-Employed;Secondary;22;50,38;9;22,04;398,03;30;17,03;243;1;1,0;0,32;0,42;0,87;1;Medium;Low Risk
650;30;Female;Urban;910,8;Self-Employed;Tertiary;27;50,79;5;125,36;708,24;60;11,36;207;0;0,75;0,49;0,35;0,49;0;Medium;High Risk
651;45;Male;Urban;836,31;Unemployed;Tertiary;22;94,96;17;204,21;266,71;30;15,41;343;1;0,5;0,44;0,56;0,74;1;Medium;Medium Risk
652;42;Male;Semi-Urban;948,97;Employed;Primary;27;47,61;14;110,13;367,48;90;15,93;86;1;0,64;0,31;0,33;0,79;1;Medium;Medium Risk
653;50;Male;Urban;285,66;Unemployed;Primary;16;16,56;17;193,62;396,3;60;8,87;138;1;0,28;0,37;0,32;0,43;0;Low;High Risk
654;55;Female;Urban;847,05;Self-Employed;Secondary;14;35,71;11;186,42;545,03;90;15,87;87;1;0,73;0,38;0,27;0,79;1;Medium;Medium Risk
655;23;Female;Rural;204,32;Employed;Secondary;7;64,76;10;353,58;229,56;30;15,19;132;0;0,96;0,01;0,58;0,27;0;Low;High Risk
656;61;Male;Urban;747,33;Unemployed;Secondary;4;44,32;10;0,0;341,13;30;9,98;38;1;0,43;0,33;0,35;0,77;1;Medium;Medium Risk
657;62;Male;Urban;997,38;Unemployed;Secondary;18;50,3;9;208,74;453,37;60;12,28;175;1;0,73;0,37;0,57;0,64;1;Medium;Medium Risk
658;49;Female;Urban;1113,73;Unemployed;Secondary;32;41,36;16;107,93;231,42;60;16,07;79;0;0,9;0,47;0,24;0,28;0;High;High Risk
659;62;Male;Rural;900,34;Employed;Primary;26;5,0;17;143,75;148,08;60;11,83;19;1;0,92;0,43;0,52;0,79;1;Medium;Medium Risk
660;64;Male;Rural;1002,62;Unemployed;Secondary;32;34,44;12;268,01;505,71;30;14,65;220;1;0,96;0,16;0,56;0,44;0;High;High Risk
661;38;Female;Rural;710,3;Unemployed;Secondary;13;48,45;16;251,8;234,5;30;10,59;336;1;0,33;0,17;0,51;0,66;1;Medium;Medium Risk
662;33;Male;Semi-Urban;647,25;Employed;Secondary;16;14,61;15;234,28;742,92;60;8,72;274;1;0,8;0,07;0,31;0,72;1;Medium;Medium Risk
663;38;Female;Rural;1607,83;Employed;Primary;25;26,42;13;74,22;748,42;60;8,4;187;1;0,4;0,1;0,65;0,92;1;Very High;Low Risk
